-56.28,-36.199,-571.98
-55.75,-36.192,-571.9
-55.3,-37.288,-572.61
-55.29,-34.663,-572.67
-55.28,-36.752,-572.45
-55.27,-35.175,-572.43
-55.25,-36.206,-572.17
-55.25,-35.683,-572.16
-54.79,-34.678,-572.95
-54.78,-37.287,-572.6
-54.76,-35.181,-572.62
-54.76,-35.711,-572.6
-54.76,-36.758,-572.51
-54.75,-36.23,-572.45
-54.27,-37.309,-572.85
-54.26,-35.202,-572.86
-54.26,-36.253,-572.83
-54.25,-35.726,-572.77
-54.25,-36.768,-572.63
-53.81,-34.197,-573.76
-53.74,-37.302,-572.77
-53.74,-37.819,-572.71
-53.73,-34.673,-572.9
-53.71,-36.759,-572.52
-53.7,-35.186,-572.56
-53.7,-36.232,-572.47
-53.7,-35.695,-572.42
-53.23,-34.171,-573.24
-53.21,-37.817,-572.69
-53.19,-37.283,-572.55
-53.18,-34.663,-572.67
-53.16,-36.747,-572.27
-53.16,-36.213,-572.25
-53.15,-35.163,-572.3
-53.15,-35.687,-572.21
-52.72,-33.651,-573.38
-52.69,-38.351,-572.71
-52.68,-37.821,-572.62
-52.66,-34.138,-572.74
-52.65,-37.276,-572.36
-52.63,-34.647,-572.37
-52.63,-36.738,-572.18
-52.62,-35.163,-572.18
-52.61,-35.676,-572.08
-52.61,-36.202,-572.01
-52.26,-33.165,-574.13
-52.18,-33.646,-573.2
-52.17,-38.354,-572.75
-52.14,-37.81,-572.49
-52.13,-34.143,-572.68
-52.12,-37.27,-572.29
-52.1,-34.64,-572.29
-52.09,-35.16,-572.15
-52.09,-36.729,-572.07
-52.09,-35.674,-572.06
-52.08,-36.193,-571.91
-51.8,-43.8,-568.21
-51.79,-44.31,-568.08
-51.78,-43.262,-568.03
-51.74,-33.171,-574.2
-51.74,-41.669,-567.73
-51.74,-42.719,-567.68
-51.73,-42.185,-567.65
-51.66,-33.643,-573.29
-51.63,-38.341,-572.6
-51.61,-34.142,-572.67
-51.6,-37.789,-572.25
-51.58,-34.643,-572.32
-51.57,-37.248,-572.04
-51.56,-35.157,-572.11
-51.56,-36.199,-571.98
-51.56,-36.72,-571.97
-51.55,-35.673,-571.94
-51.3,-44.858,-568.37
-51.27,-44.316,-568.15
-51.24,-43.77,-567.88
-51.23,-33.184,-574.46
-51.22,-43.237,-567.63
-51.2,-42.702,-567.49
-51.19,-40.094,-567.62
-51.18,-40.61,-567.44
-51.18,-42.168,-567.34
-51.17,-41.119,-567.29
-51.17,-41.64,-567.28
-51.14,-33.65,-573.37
-51.09,-34.144,-572.81
-51.06,-34.648,-572.38
-51.04,-35.156,-572.1
-51.02,-35.668,-571.88
-51.02,-36.188,-571.85
-51.02,-36.71,-571.74
-51.02,-37.23,-571.71
-50.98,-37.725,-571.3
-50.85,-45.961,-569.05
-50.81,-45.404,-568.66
-50.77,-38.099,-568.91
-50.76,-44.842,-568.19
-50.73,-44.305,-567.91
-50.7,-43.755,-567.59
-50.69,-38.554,-567.92
-50.67,-43.208,-567.3
-50.66,-39.054,-567.56
-50.65,-33.672,-573.73
-50.65,-39.563,-567.4
-50.65,-42.672,-567.14
-50.64,-40.073,-567.27
-50.63,-40.581,-567.1
-50.63,-42.139,-567.02
-50.62,-41.093,-567
-50.62,-41.614,-566.98
-50.58,-34.156,-572.95
-50.53,-34.651,-572.41
-50.51,-35.151,-572.04
-50.49,-35.665,-571.84
-50.41,-36.127,-570.92
-50.34,-46.496,-569.2
-50.31,-45.948,-568.9
-50.3,-36.573,-569.6
-50.26,-45.382,-568.4
-50.22,-44.833,-567.97
-50.19,-37.013,-568.32
-50.18,-44.28,-567.62
-50.14,-37.498,-567.78
-50.14,-38.009,-567.66
-50.14,-43.725,-567.25
-50.12,-38.521,-567.42
-50.12,-43.181,-566.99
-50.1,-39.025,-567.22
-50.1,-42.653,-566.81
-50.09,-39.532,-567.05
-50.09,-42.13,-566.79
-50.09,-41.606,-566.77
-50.08,-40.049,-566.88
-50.08,-40.565,-566.81
-50.08,-41.085,-566.79
-50.04,-34.141,-572.78
-49.93,-34.589,-571.47
-49.82,-47.03,-569.22
-49.82,-46.495,-569.19
-49.78,-45.942,-568.83
-49.76,-35.004,-569.57
-49.72,-45.377,-568.23
-49.68,-35.462,-568.6
-49.68,-44.821,-567.83
-49.64,-35.951,-568.11
-49.64,-44.261,-567.4
-49.63,-36.465,-567.9
-49.61,-36.968,-567.69
-49.61,-43.709,-567.06
-49.59,-37.48,-567.46
-49.58,-37.988,-567.3
-49.58,-38.499,-567.17
-49.58,-43.176,-566.82
-49.56,-39.013,-566.97
-49.56,-39.527,-566.87
-49.56,-42.642,-566.68
-49.55,-40.041,-566.79
-49.55,-40.556,-566.7
-49.55,-41.073,-566.65
-49.55,-41.594,-566.64
-49.55,-42.113,-566.61
-49.37,-47.612,-570.02
-49.32,-47.039,-569.44
-49.28,-46.483,-569.05
-49.22,-45.916,-568.42
-49.18,-45.353,-567.95
-49.17,-33.913,-568.91
-49.15,-44.805,-567.66
-49.12,-34.402,-568.3
-49.11,-34.912,-568.05
-49.11,-44.249,-567.27
-49.09,-35.413,-567.81
-49.08,-35.921,-567.66
-49.07,-36.438,-567.48
-49.07,-43.699,-566.83
-49.06,-36.95,-567.37
-49.05,-37.457,-567.19
-49.04,-37.978,-567.07
-49.04,-43.159,-566.62
-49.03,-38.487,-566.92
-49.03,-39,-566.82
-49.03,-42.629,-566.54
-49.02,-39.507,-566.65
-49.02,-41.06,-566.5
-49.02,-42.102,-566.48
-49.02,-41.578,-566.45
-49.01,-40.021,-566.56
-49.01,-40.534,-566.45
-48.91,-48.196,-570.62
-48.86,-47.623,-570.15
-48.78,-47.028,-569.32
-48.73,-46.465,-568.73
-48.69,-45.903,-568.27
-48.66,-45.354,-567.97
-48.61,-32.842,-568.49
-48.61,-44.789,-567.48
-48.59,-33.355,-568.28
-48.59,-33.867,-568.16
-48.57,-34.376,-567.89
-48.57,-44.229,-567.04
-48.56,-34.884,-567.73
-48.54,-35.397,-567.51
-48.53,-35.907,-567.38
-48.53,-43.681,-566.63
-48.52,-36.415,-567.21
-48.52,-36.941,-567.15
-48.52,-43.154,-566.56
-48.51,-37.448,-566.97
-48.51,-37.963,-566.9
-48.5,-38.47,-566.73
-48.5,-42.62,-566.43
-48.5,-42.097,-566.42
-48.49,-38.985,-566.65
-48.49,-41.566,-566.32
-48.48,-39.491,-566.46
-48.48,-40.009,-566.42
-48.48,-41.046,-566.34
-48.48,-40.532,-566.31
-48.4,-48.728,-570.73
-48.36,-48.172,-570.34
-48.3,-47.597,-569.74
-48.23,-47.005,-568.94
-48.18,-46.44,-568.45
-48.14,-45.878,-567.98
-48.13,-30.793,-569.16
-48.12,-31.312,-569.02
-48.1,-45.323,-567.61
-48.09,-31.807,-568.59
-48.07,-32.313,-568.3
-48.06,-32.827,-568.2
-48.06,-44.76,-567.15
-48.04,-33.338,-567.97
-48.03,-33.85,-567.73
-48.02,-34.357,-567.57
-48.02,-44.218,-566.79
-48.01,-34.867,-567.43
-48.01,-43.681,-566.63
-48,-35.383,-567.24
-47.99,-35.898,-567.16
-47.99,-36.407,-567.01
-47.99,-43.147,-566.5
-47.98,-36.918,-566.89
-47.98,-42.614,-566.36
-47.97,-37.428,-566.75
-47.97,-37.942,-566.66
-47.97,-42.088,-566.32
-47.96,-38.46,-566.49
-47.96,-41.559,-566.23
-47.95,-38.976,-566.43
-47.95,-39.484,-566.27
-47.95,-40.005,-566.26
-47.95,-41.046,-566.23
-47.95,-40.521,-566.19
-47.91,-49.284,-571.12
-47.86,-48.718,-570.62
-47.8,-48.134,-569.91
-47.73,-47.546,-569.15
-47.68,-46.977,-568.62
-47.64,-46.416,-568.18
-47.6,-29.755,-569.23
-47.6,-45.857,-567.75
-47.59,-30.264,-568.97
-47.57,-30.773,-568.7
-47.56,-45.302,-567.37
-47.55,-31.285,-568.48
-47.54,-31.79,-568.28
-47.52,-32.299,-568.02
-47.52,-44.745,-566.97
-47.51,-32.803,-567.81
-47.5,-44.208,-566.68
-47.49,-33.319,-567.63
-47.48,-33.825,-567.45
-47.48,-43.673,-566.54
-47.47,-34.342,-567.28
-47.47,-34.853,-567.15
-47.46,-35.365,-567.04
-47.46,-35.878,-566.93
-47.46,-43.136,-566.37
-47.45,-36.39,-566.82
-47.45,-42.087,-566.31
-47.45,-42.609,-566.3
-47.44,-36.911,-566.69
-47.44,-37.426,-566.61
-47.44,-38.458,-566.47
-47.44,-41.562,-566.27
-47.43,-37.935,-566.47
-47.43,-38.975,-566.42
-47.42,-49.847,-571.48
-47.42,-39.481,-566.23
-47.42,-39.994,-566.14
-47.42,-40.513,-566.1
-47.42,-41.032,-566.07
-47.36,-49.264,-570.89
-47.3,-48.679,-570.17
-47.23,-48.086,-569.37
-47.17,-47.507,-568.71
-47.13,-137.69,-600.26
-47.13,-138.25,-600.23
-47.13,-138.81,-600.2
-47.13,-46.949,-568.3
-47.1,-46.396,-567.94
-47.09,-27.681,-569.5
-47.08,-28.197,-569.32
-47.08,-28.716,-569.29
-47.06,-45.838,-567.53
-47.05,-29.215,-568.91
-47.05,-29.738,-568.8
-47.03,-30.237,-568.55
-47.02,-30.755,-568.38
-47.02,-45.283,-567.15
-47.01,-31.268,-568.17
-46.99,-31.771,-567.95
-46.99,-44.746,-566.87
-46.97,-32.278,-567.67
-46.97,-44.204,-566.63
-46.96,-32.788,-567.52
-46.95,-33.307,-567.38
-46.95,-43.661,-566.4
-46.94,-33.81,-567.16
-46.94,-34.325,-567.09
-46.94,-43.137,-566.38
