57.9,25.31,-596.48
56.35,25.041,-602.88
58.35,24.724,-595.49
58.93,24.743,-595.84
57.11,24.35,-599.41
57.78,24.174,-595.12
60.01,24.199,-595.75
56.23,23.902,-601.55
56.75,23.895,-601.29
58.81,23.604,-594.52
59.36,23.616,-594.61
59.92,23.626,-594.84
60.53,23.652,-595.46
56.21,23.349,-601.33
56.75,23.341,-601.19
59.88,23.068,-594.33
60.45,23.082,-594.63
97.35,23.517,-605.15
56.29,22.835,-602.05
56.74,22.797,-601.1
57.27,22.79,-600.95
57.92,22.613,-596.44
59.31,22.512,-594.03
60.97,22.537,-594.44
96.09,22.932,-604.15
98.31,22.934,-604.25
98.9,22.943,-604.48
55.62,22.47,-606.68
56.17,22.469,-606.58
56.69,22.452,-606.31
57.28,22.247,-600.97
58.26,21.993,-594.35
58.77,21.978,-594.06
59.3,21.971,-593.91
59.83,21.971,-593.79
60.38,21.979,-593.94
60.94,21.979,-594.05
89.83,22.474,-606.41
95.51,22.379,-603.93
96.5,22.352,-603.2
97.61,22.355,-603.28
98.77,22.372,-603.67
55.6,21.906,-606.36
57.82,21.698,-600.82
58.34,21.695,-600.62
58.79,21.442,-594.11
59.82,21.429,-593.68
62.07,21.46,-594.47
87.39,21.856,-604.75
87.92,21.858,-604.61
89.73,21.895,-605.68
90.32,21.904,-605.91
90.86,21.904,-605.8
91.4,21.897,-605.77
92,21.913,-606.05
92.61,21.928,-606.45
95.38,21.795,-603.03
96.4,21.776,-602.56
97.53,21.79,-602.74
55.59,21.358,-606.2
56.13,21.347,-606.09
57.61,21.284,-604.28
58.48,20.994,-596.47
60.89,20.887,-593.56
61.45,20.895,-593.7
62.03,20.904,-594.05
62.64,20.927,-594.72
85.88,21.342,-605.68
86.82,21.307,-604.6
88.97,21.298,-604.25
89.57,21.31,-604.57
90.17,21.321,-604.9
97.44,21.218,-602.17
99.15,21.235,-602.55
100.36,21.264,-603.25
57.21,20.79,-605.81
58.8,20.372,-594.18
59.82,20.356,-593.55
60.35,20.346,-593.44
60.88,20.343,-593.36
61.99,20.358,-593.64
62.6,20.375,-594.26
85.77,20.769,-604.89
86.26,20.754,-604.49
88.31,20.715,-603.44
91.69,20.742,-603.95
93.35,20.744,-604.04
93.85,20.734,-603.68
94.76,20.684,-602.54
95.22,20.664,-601.96
95.73,20.664,-601.73
96.27,20.658,-601.69
97.92,20.656,-601.71
98.49,20.665,-601.84
56.14,20.254,-606.07
56.68,20.247,-605.93
57.21,20.241,-605.77
58.41,20.082,-601.16
59.83,19.816,-593.65
61.98,19.812,-593.47
62.56,19.823,-593.91
63.16,19.85,-594.4
85.34,20.251,-605.65
86.19,20.193,-603.91
86.69,20.173,-603.56
88.81,20.157,-603.05
92.76,20.189,-603.72
94.26,20.154,-602.75
94.7,20.129,-602.12
95.17,20.105,-601.58
96.75,20.098,-601.21
97.31,20.101,-601.28
98.99,20.11,-601.53
99.59,20.117,-601.79
100.83,20.151,-602.66
56.68,19.695,-605.92
57.76,19.687,-605.67
59.22,19.442,-598.26
59.32,19.291,-593.91
